material,plant,demand_date,mrp_element_cd,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7430935-05,MC10,05/14/22,PP,IndReq,-117,227,,,114,156
7430935-05,MC10,05/14/22,PP,IndReq,-117,227,,,114,156
7430935-05,MC10,05/14/22,PP,IndReq,-117,227,,,114,156
7430935-05,MC10,05/14/22,LE,SchAgr,60,508,,22325910,114,158
7430935-05,MC10,05/14/22,LE,SchAgr,60,508,,22325910,114,158
7430935-05,MC10,05/14/22,PP,IndReq,-148,360,,,114,159
7430935-05,MC10,05/14/22,PP,IndReq,-148,360,,,114,159
7430935-05,MC10,05/14/22,LE,SchAgr,120,508,,22325910,114,159
7430935-05,MC10,05/14/22,PP,IndReq,-63,297,,,114,160
7430935-05,MC10,05/14/22,PP,IndReq,-63,297,,,114,160
7430935-05,MC10,05/14/22,LE,SchAgr,60,474,,22325910,114,174
7430935-05,MC10,05/14/22,PP,IndReq,-138,216,,,114,174
7430935-05,MC10,05/14/22,LE,SchAgr,60,474,,22325910,114,174
7430935-05,MC10,05/14/22,PP,IndReq,-138,336,,,114,175
7430935-05,MC10,05/14/22,PP,IndReq,-59,157,,,114,175
7430935-05,MC10,05/14/22,PP,IndReq,-138,336,,,114,175
7430935-05,MC10,05/14/22,PP,IndReq,-59,277,,,114,176
7430935-05,MC10,05/14/22,PP,IndReq,-59,277,,,114,176
7430935-05,MC10,05/14/22,LE,SchAgr,60,369,,22325910,114,188
7430935-05,MC10,05/14/22,LE,SchAgr,60,369,,22325910,114,188
7430935-05,MC10,05/14/22,LE,SchAgr,60,369,,22325910,114,188
7430935-05,MC10,05/14/22,PP,IndReq,-73,296,,,114,189
7430935-05,MC10,05/14/22,PP,IndReq,-73,296,,,114,189
7430935-05,MC10,05/14/22,PP,IndReq,-73,296,,,114,189
7430935-05,MC10,05/14/22,PP,IndReq,-30,266,,,114,190
7430935-05,MC10,05/14/22,PP,IndReq,-30,266,,,114,190
7430935-05,MC10,05/14/22,PP,IndReq,-30,266,,,114,190
7430935-05,MC10,05/16/22,LE,SchAgr,120,412,,22325910,114,135
7430935-05,MC10,05/16/22,LE,SchAgr,120,412,,22325910,114,135
7430935-05,MC10,05/16/22,PP,IndReq,-68,344,,,114,136
7430935-05,MC10,05/16/22,PP,IndReq,-68,344,,,114,136
7430935-05,MC10,05/16/22,PP,IndReq,-29,315,,,114,137
7430935-05,MC10,05/16/22,PP,IndReq,-29,315,,,114,137
7430935-05,MC10,05/16/22,LE,SchAgr,120,472,,22325910,114,138
7430935-05,MC10,05/16/22,PP,IndReq,-68,404,,,114,139
7430935-05,MC10,05/16/22,PP,IndReq,-29,375,,,114,140
7430935-05,MC10,05/16/22,LE,SchAgr,120,422,,22325910,114,145
7430935-05,MC10,05/16/22,PP,IndReq,-63,359,,,114,146
7430935-05,MC10,05/16/22,PP,IndReq,-63,359,,,114,146
7430935-05,MC10,05/16/22,LE,SchAgr,120,435,,22325910,114,147
7430935-05,MC10,05/16/22,LE,SchAgr,120,435,,22325910,114,148
7430935-05,MC10,05/16/22,LE,SchAgr,60,322,,22325910,114,149
7430935-05,MC10,05/16/22,PP,IndReq,-30,405,,,114,149
7430935-05,MC10,05/16/22,PP,IndReq,-30,335,,,114,149
7430935-05,MC10,05/16/22,LE,SchAgr,120,376,,22325910,114,149
7430935-05,MC10,05/16/22,PP,IndReq,-99,223,,,114,150
7430935-05,MC10,05/16/22,PP,IndReq,-99,223,,,114,150
7430935-05,MC10,05/16/22,PP,IndReq,-70,335,,,114,150
7430935-05,MC10,05/16/22,PP,IndReq,-30,276,,,114,151
7430935-05,MC10,05/16/22,LE,SchAgr,60,322,,22325910,114,151
7430935-05,MC10,05/16/22,PP,IndReq,-99,223,,,114,152
7430935-05,MC10,05/16/22,LE,SchAgr,120,347,,22325910,114,157
7430935-05,MC10,05/16/22,LE,SchAgr,120,347,,22325910,114,157
7430935-05,MC10,05/16/22,LE,SchAgr,120,347,,22325910,114,157
7430935-05,MC10,05/16/22,PP,IndReq,-104,243,,,114,158
7430935-05,MC10,05/16/22,PP,IndReq,-104,243,,,114,158
7430935-05,MC10,05/16/22,LE,SchAgr,60,357,,22325910,114,161
7430935-05,MC10,05/16/22,PP,IndReq,-77,280,,,114,162
7430935-05,MC10,05/16/22,PP,IndReq,-77,280,,,114,162
7430935-05,MC10,05/16/22,LE,SchAgr,60,357,,22325910,114,162
7430935-05,MC10,05/16/22,PP,IndReq,-77,280,,,114,163
7430935-05,MC10,05/16/22,PP,IndReq,-33,247,,,114,163
7430935-05,MC10,05/16/22,LE,SchAgr,60,217,,22325910,114,176
7430935-05,MC10,05/16/22,PP,IndReq,-74,143,,,114,177
7430935-05,MC10,05/16/22,LE,SchAgr,60,337,,22325910,114,177
7430935-05,MC10,05/16/22,LE,SchAgr,60,337,,22325910,114,177
7430935-05,MC10,05/16/22,PP,IndReq,-74,263,,,114,178
7430935-05,MC10,05/16/22,PP,IndReq,-74,263,,,114,178
7430935-05,MC10,05/16/22,PP,IndReq,-31,112,,,114,178
7430935-05,MC10,05/16/22,PP,IndReq,-31,232,,,114,179
7430935-05,MC10,05/16/22,PP,IndReq,-31,232,,,114,179
7430935-05,MC10,05/16/22,LE,SchAgr,120,386,,22325910,114,191
7430935-05,MC10,05/16/22,LE,SchAgr,120,386,,22325910,114,191
7430935-05,MC10,05/16/22,LE,SchAgr,120,386,,22325910,114,191
7430935-05,MC10,05/16/22,PP,IndReq,-71,315,,,114,192
7430935-05,MC10,05/16/22,PP,IndReq,-71,315,,,114,192
7430935-05,MC10,05/16/22,PP,IndReq,-71,315,,,114,192
7430935-05,MC10,05/16/22,PP,IndReq,-30,285,,,114,193
7430935-05,MC10,05/16/22,PP,IndReq,-30,285,,,114,193
7430935-05,MC10,05/16/22,PP,IndReq,-30,285,,,114,193
7430935-05,MC10,05/17/22,LE,SchAgr,120,435,,22325910,114,138
7430935-05,MC10,05/17/22,LE,SchAgr,120,435,,22325910,114,138
7430935-05,MC10,05/17/22,PP,IndReq,-83,352,,,114,139
7430935-05,MC10,05/17/22,PP,IndReq,-35,400,,,114,139
7430935-05,MC10,05/17/22,PP,IndReq,-83,317,,,114,140
7430935-05,MC10,05/17/22,PP,IndReq,-35,317,,,114,140
7430935-05,MC10,05/17/22,LE,SchAgr,120,495,,22325910,114,141
7430935-05,MC10,05/17/22,PP,IndReq,-35,460,,,114,142
7430935-05,MC10,05/17/22,PP,IndReq,-83,377,,,114,143
7430935-05,MC10,05/17/22,LE,SchAgr,120,452,,22325910,114,148
7430935-05,MC10,05/17/22,LE,SchAgr,120,452,,22325910,114,148
7430935-05,MC10,05/17/22,PP,IndReq,-34,418,,,114,149
7430935-05,MC10,05/17/22,LE,SchAgr,120,455,,22325910,114,150
7430935-05,MC10,05/17/22,PP,IndReq,-82,336,,,114,150
7430935-05,MC10,05/17/22,PP,IndReq,-34,336,,,114,150
7430935-05,MC10,05/17/22,LE,SchAgr,120,343,,22325910,114,151
7430935-05,MC10,05/17/22,LE,SchAgr,120,343,,22325910,114,151
7430935-05,MC10,05/17/22,PP,IndReq,-33,422,,,114,151
7430935-05,MC10,05/17/22,LE,SchAgr,120,455,,22325910,114,151
7430935-05,MC10,05/17/22,PP,IndReq,-107,236,,,114,152
7430935-05,MC10,05/17/22,PP,IndReq,-78,377,,,114,152
7430935-05,MC10,05/17/22,LE,SchAgr,60,336,,22325910,114,152
7430935-05,MC10,05/17/22,PP,IndReq,-78,344,,,114,152
7430935-05,MC10,05/17/22,PP,IndReq,-107,236,,,114,152
7430935-05,MC10,05/17/22,PP,IndReq,-33,344,,,114,153
7430935-05,MC10,05/17/22,PP,IndReq,-107,236,,,114,154
7430935-05,MC10,05/17/22,LE,SchAgr,60,303,,22325910,114,159
7430935-05,MC10,05/17/22,LE,SchAgr,60,303,,22325910,114,159
7430935-05,MC10,05/17/22,LE,SchAgr,60,303,,22325910,114,159
7430935-05,MC10,05/17/22,PP,IndReq,-98,205,,,114,160
7430935-05,MC10,05/17/22,PP,IndReq,-98,205,,,114,160
7430935-05,MC10,05/17/22,LE,SchAgr,60,307,,22325910,114,164
7430935-05,MC10,05/17/22,PP,IndReq,-73,234,,,114,165
7430935-05,MC10,05/17/22,PP,IndReq,-31,276,,,114,165
7430935-05,MC10,05/17/22,PP,IndReq,-73,203,,,114,166
7430935-05,MC10,05/17/22,PP,IndReq,-73,234,,,114,166
7430935-05,MC10,05/17/22,PP,IndReq,-31,203,,,114,166
7430935-05,MC10,05/17/22,LE,SchAgr,60,172,,22325910,114,179
7430935-05,MC10,05/17/22,LE,SchAgr,60,292,,22325910,114,180
7430935-05,MC10,05/17/22,PP,IndReq,-75,97,,,114,180
7430935-05,MC10,05/17/22,LE,SchAgr,60,292,,22325910,114,180
7430935-05,MC10,05/17/22,PP,IndReq,-75,217,,,114,181
7430935-05,MC10,05/17/22,PP,IndReq,-75,217,,,114,181
7430935-05,MC10,05/17/22,PP,IndReq,-31,66,,,114,181
7430935-05,MC10,05/17/22,PP,IndReq,-31,186,,,114,182
7430935-05,MC10,05/17/22,PP,IndReq,-31,186,,,114,182
7430935-05,MC10,05/17/22,LE,SchAgr,120,405,,22325910,114,194
7430935-05,MC10,05/17/22,LE,SchAgr,120,405,,22325910,114,194
7430935-05,MC10,05/17/22,LE,SchAgr,120,405,,22325910,114,194
7430935-05,MC10,05/17/22,PP,IndReq,-66,339,,,114,195
7430935-05,MC10,05/17/22,PP,IndReq,-28,377,,,114,195
7430935-05,MC10,05/17/22,PP,IndReq,-66,339,,,114,195
7430935-05,MC10,05/17/22,PP,IndReq,-28,311,,,114,196
7430935-05,MC10,05/17/22,PP,IndReq,-66,311,,,114,196
7430935-05,MC10,05/17/22,PP,IndReq,-28,311,,,114,196
7430935-05,MC10,05/18/22,LE,SchAgr,120,437,,22325910,114,141
7430935-05,MC10,05/18/22,LE,SchAgr,120,437,,22325910,114,141
7430935-05,MC10,05/18/22,PP,IndReq,-76,361,,,114,142
7430935-05,MC10,05/18/22,PP,IndReq,-76,361,,,114,142
7430935-05,MC10,05/18/22,PP,IndReq,-32,329,,,114,143
7430935-05,MC10,05/18/22,PP,IndReq,-32,329,,,114,143
7430935-05,MC10,05/18/22,LE,SchAgr,60,437,,22325910,114,144
7430935-05,MC10,05/18/22,PP,IndReq,-76,361,,,114,145
7430935-05,MC10,05/18/22,PP,IndReq,-32,329,,,114,146
7430935-05,MC10,05/18/22,LE,SchAgr,60,396,,22325910,114,151
7430935-05,MC10,05/18/22,LE,SchAgr,60,296,,22325910,114,153
7430935-05,MC10,05/18/22,LE,SchAgr,60,296,,22325910,114,153
7430935-05,MC10,05/18/22,LE,SchAgr,60,404,,22325910,114,153
7430935-05,MC10,05/18/22,PP,IndReq,-73,293,,,114,153
7430935-05,MC10,05/18/22,PP,IndReq,-95,201,,,114,154
7430935-05,MC10,05/18/22,PP,IndReq,-95,201,,,114,154
7430935-05,MC10,05/18/22,PP,IndReq,-80,324,,,114,154
7430935-05,MC10,05/18/22,LE,SchAgr,120,345,,22325910,114,155
7430935-05,MC10,05/18/22,LE,SchAgr,60,296,,22325910,114,155
7430935-05,MC10,05/18/22,PP,IndReq,-34,290,,,114,156
7430935-05,MC10,05/18/22,PP,IndReq,-95,201,,,114,156
7430935-05,MC10,05/18/22,PP,IndReq,-34,311,,,114,156
7430935-05,MC10,05/18/22,LE,SchAgr,120,325,,22325910,114,161
7430935-05,MC10,05/18/22,LE,SchAgr,120,325,,22325910,114,161
7430935-05,MC10,05/18/22,LE,SchAgr,120,325,,22325910,114,161
7430935-05,MC10,05/18/22,PP,IndReq,-101,224,,,114,162
7430935-05,MC10,05/18/22,PP,IndReq,-101,224,,,114,162
7430935-05,MC10,05/18/22,PP,IndReq,-101,224,,,114,162
7430935-05,MC10,05/18/22,PP,IndReq,-58,325,,,114,168
7430935-05,MC10,05/18/22,PP,IndReq,-24,301,,,114,169
7430935-05,MC10,05/18/22,LE,SchAgr,120,186,,22325910,114,182
7430935-05,MC10,05/18/22,LE,SchAgr,180,366,,22325910,114,183
7430935-05,MC10,05/18/22,PP,IndReq,-59,127,,,114,183
7430935-05,MC10,05/18/22,LE,SchAgr,180,366,,22325910,114,183
7430935-05,MC10,05/18/22,PP,IndReq,-59,307,,,114,184
7430935-05,MC10,05/18/22,PP,IndReq,-24,103,,,114,184
7430935-05,MC10,05/18/22,PP,IndReq,-24,283,,,114,185
7430935-05,MC10,05/18/22,PP,IndReq,-24,283,,,114,185
7430935-05,MC10,05/18/22,LE,SchAgr,60,371,,22325910,114,197
7430935-05,MC10,05/18/22,LE,SchAgr,60,371,,22325910,114,197
7430935-05,MC10,05/18/22,LE,SchAgr,60,371,,22325910,114,197
7430935-05,MC10,05/18/22,PP,IndReq,-62,309,,,114,198
7430935-05,MC10,05/18/22,PP,IndReq,-62,309,,,114,198
7430935-05,MC10,05/18/22,PP,IndReq,-62,309,,,114,198
7430935-05,MC10,05/18/22,PP,IndReq,-26,283,,,114,199
7430935-05,MC10,05/18/22,PP,IndReq,-26,283,,,114,199
7430935-05,MC10,05/18/22,PP,IndReq,-26,283,,,114,199
7430935-05,MC10,05/19/22,LE,SchAgr,60,389,,22325910,114,144
7430935-05,MC10,05/19/22,LE,SchAgr,60,389,,22325910,114,144
7430935-05,MC10,05/19/22,PP,IndReq,-78,311,,,114,145
7430935-05,MC10,05/19/22,PP,IndReq,-33,356,,,114,145
7430935-05,MC10,05/19/22,PP,IndReq,-33,278,,,114,146
7430935-05,MC10,05/19/22,PP,IndReq,-78,278,,,114,146
7430935-05,MC10,05/19/22,LE,SchAgr,120,449,,22325910,114,147
7430935-05,MC10,05/19/22,PP,IndReq,-33,416,,,114,148
7430935-05,MC10,05/19/22,PP,IndReq,-78,338,,,114,149
7430935-05,MC10,05/19/22,LE,SchAgr,120,413,,22325910,114,154
7430935-05,MC10,05/19/22,LE,SchAgr,60,261,,22325910,114,155
7430935-05,MC10,05/19/22,PP,IndReq,-76,337,,,114,155
7430935-05,MC10,05/19/22,PP,IndReq,-76,337,,,114,155
7430935-05,MC10,05/19/22,PP,IndReq,-104,157,,,114,156
7430935-05,MC10,05/19/22,PP,IndReq,-104,157,,,114,156
7430935-05,MC10,05/19/22,LE,SchAgr,120,410,,22325910,114,156
7430935-05,MC10,05/19/22,PP,IndReq,-32,305,,,114,156
7430935-05,MC10,05/19/22,LE,SchAgr,60,261,,22325910,114,157
7430935-05,MC10,05/19/22,LE,SchAgr,120,410,,22325910,114,157
7430935-05,MC10,05/19/22,PP,IndReq,-29,381,,,114,157
7430935-05,MC10,05/19/22,PP,IndReq,-70,311,,,114,158
7430935-05,MC10,05/19/22,PP,IndReq,-29,381,,,114,158
7430935-05,MC10,05/19/22,LE,SchAgr,120,351,,22325910,114,158
7430935-05,MC10,05/19/22,PP,IndReq,-104,157,,,114,158
7430935-05,MC10,05/19/22,PP,IndReq,-70,311,,,114,159
7430935-05,MC10,05/19/22,PP,IndReq,-29,322,,,114,159
7430935-05,MC10,05/19/22,LE,SchAgr,120,344,,22325910,114,163
7430935-05,MC10,05/19/22,LE,SchAgr,120,344,,22325910,114,163
7430935-05,MC10,05/19/22,LE,SchAgr,120,344,,22325910,114,163
7430935-05,MC10,05/19/22,PP,IndReq,-97,247,,,114,164
7430935-05,MC10,05/19/22,PP,IndReq,-97,247,,,114,164
7430935-05,MC10,05/19/22,PP,IndReq,-97,247,,,114,164
7430935-05,MC10,05/19/22,LE,SchAgr,120,421,,22325910,114,170
7430935-05,MC10,05/19/22,PP,IndReq,-17,404,,,114,171
7430935-05,MC10,05/19/22,PP,IndReq,-17,404,,,114,172
7430935-05,MC10,05/19/22,PP,IndReq,-6,398,,,114,172
7430935-05,MC10,05/19/22,LE,SchAgr,120,223,,22325910,114,185
7430935-05,MC10,05/19/22,LE,SchAgr,120,403,,22325910,114,186
7430935-05,MC10,05/19/22,LE,SchAgr,120,403,,22325910,114,186
7430935-05,MC10,05/19/22,PP,IndReq,-14,209,,,114,186
7430935-05,MC10,05/19/22,PP,IndReq,-14,389,,,114,187
7430935-05,MC10,05/19/22,PP,IndReq,-14,389,,,114,187
7430935-05,MC10,05/19/22,PP,IndReq,-6,203,,,114,187
7430935-05,MC10,05/19/22,PP,IndReq,-6,383,,,114,188
7430935-05,MC10,05/19/22,PP,IndReq,-6,383,,,114,188
7430935-05,MC10,05/19/22,LE,SchAgr,60,343,,22325910,114,200
7430935-05,MC10,05/19/22,LE,SchAgr,60,343,,22325910,114,200
7430935-05,MC10,05/19/22,LE,SchAgr,60,343,,22325910,114,200
7430935-05,MC10,05/19/22,PP,IndReq,-71,272,,,114,201
7430935-05,MC10,05/19/22,PP,IndReq,-71,272,,,114,201
7430935-05,MC10,05/19/22,PP,IndReq,-71,272,,,114,201
7430935-05,MC10,05/19/22,PP,IndReq,-30,242,,,114,202
7430935-05,MC10,05/19/22,PP,IndReq,-30,242,,,114,202
7430935-05,MC10,05/19/22,PP,IndReq,-30,242,,,114,202
7430935-05,MC10,05/20/22,LE,SchAgr,120,398,,22325910,114,147
7430935-05,MC10,05/20/22,LE,SchAgr,120,398,,22325910,114,147
7430935-05,MC10,05/20/22,PP,IndReq,-75,323,,,114,148
7430935-05,MC10,05/20/22,PP,IndReq,-32,366,,,114,148
7430935-05,MC10,05/20/22,PP,IndReq,-75,291,,,114,149
7430935-05,MC10,05/20/22,PP,IndReq,-32,291,,,114,149
7430935-05,MC10,05/20/22,LE,SchAgr,120,458,,22325910,114,150
7430935-05,MC10,05/20/22,PP,IndReq,-75,383,,,114,151
7430935-05,MC10,05/20/22,PP,IndReq,-32,351,,,114,152
7430935-05,MC10,05/20/22,LE,SchAgr,60,217,,22325910,114,157
7430935-05,MC10,05/20/22,LE,SchAgr,60,217,,22325910,114,157
7430935-05,MC10,05/20/22,LE,SchAgr,120,425,,22325910,114,157
7430935-05,MC10,05/20/22,PP,IndReq,-77,348,,,114,158
7430935-05,MC10,05/20/22,PP,IndReq,-92,125,,,114,158
7430935-05,MC10,05/20/22,LE,SchAgr,60,217,,22325910,114,159
7430935-05,MC10,05/20/22,PP,IndReq,-92,125,,,114,160
7430935-05,MC10,05/20/22,LE,SchAgr,120,431,,22325910,114,160
7430935-05,MC10,05/20/22,PP,IndReq,-80,317,,,114,161
7430935-05,MC10,05/20/22,PP,IndReq,-34,317,,,114,162
7430935-05,MC10,05/20/22,PP,IndReq,-34,258,,,114,163
7430935-05,MC10,05/20/22,LE,SchAgr,60,307,,22325910,114,165
7430935-05,MC10,05/20/22,LE,SchAgr,60,307,,22325910,114,165
7430935-05,MC10,05/20/22,PP,IndReq,-107,200,,,114,166
7430935-05,MC10,05/20/22,PP,IndReq,-107,200,,,114,166
7430935-05,MC10,05/20/22,PP,IndReq,-107,200,,,114,166
7430935-05,MC10,05/20/22,LE,SchAgr,120,518,,22325910,114,173
7430935-05,MC10,05/20/22,LE,SchAgr,60,458,,22325910,114,174
7430935-05,MC10,05/20/22,PP,IndReq,-29,420,,,114,175
7430935-05,MC10,05/20/22,PP,IndReq,-69,389,,,114,175
7430935-05,MC10,05/20/22,LE,SchAgr,120,503,,22325910,114,189
7430935-05,MC10,05/20/22,LE,SchAgr,120,503,,22325910,114,189
7430935-05,MC10,05/20/22,PP,IndReq,-30,293,,,114,189
7430935-05,MC10,05/20/22,PP,IndReq,-71,222,,,114,190
7430935-05,MC10,05/20/22,PP,IndReq,-71,432,,,114,190
7430935-05,MC10,05/20/22,PP,IndReq,-30,402,,,114,191
7430935-05,MC10,05/20/22,PP,IndReq,-30,402,,,114,191
7430935-05,MC10,05/20/22,LE,SchAgr,60,302,,22325910,114,203
7430935-05,MC10,05/20/22,LE,SchAgr,60,302,,22325910,114,203
7430935-05,MC10,05/20/22,LE,SchAgr,60,302,,22325910,114,203
7430935-05,MC10,05/20/22,PP,IndReq,-70,232,,,114,204
7430935-05,MC10,05/20/22,PP,IndReq,-70,232,,,114,204
7430935-05,MC10,05/20/22,PP,IndReq,-29,273,,,114,204
7430935-05,MC10,05/20/22,PP,IndReq,-70,203,,,114,205
7430935-05,MC10,05/20/22,PP,IndReq,-29,203,,,114,205
7430935-05,MC10,05/20/22,PP,IndReq,-29,203,,,114,205
7430935-05,MC10,05/21/22,LE,SchAgr,60,351,,22325910,114,150
7430935-05,MC10,05/21/22,LE,SchAgr,60,351,,22325910,114,150
7430935-05,MC10,05/21/22,PP,IndReq,-64,287,,,114,151
7430935-05,MC10,05/21/22,PP,IndReq,-64,287,,,114,151
7430935-05,MC10,05/21/22,PP,IndReq,-27,260,,,114,152
7430935-05,MC10,05/21/22,PP,IndReq,-27,260,,,114,152
7430935-05,MC10,05/21/22,LE,SchAgr,60,411,,22325910,114,153
7430935-05,MC10,05/21/22,PP,IndReq,-27,320,,,114,155
7430935-05,MC10,05/21/22,LE,SchAgr,120,245,,22325910,114,159
7430935-05,MC10,05/21/22,LE,SchAgr,120,245,,22325910,114,159
7430935-05,MC10,05/21/22,PP,IndReq,-40,205,,,114,160
7430935-05,MC10,05/21/22,PP,IndReq,-40,205,,,114,160
7430935-05,MC10,05/21/22,LE,SchAgr,60,376,,22325910,114,160
7430935-05,MC10,05/21/22,PP,IndReq,-29,347,,,114,161
7430935-05,MC10,05/21/22,LE,SchAgr,60,377,,22325910,114,162
7430935-05,MC10,05/21/22,PP,IndReq,-40,205,,,114,162
7430935-05,MC10,05/21/22,PP,IndReq,-68,279,,,114,162
7430935-05,MC10,05/21/22,LE,SchAgr,60,377,,22325910,114,163
7430935-05,MC10,05/21/22,PP,IndReq,-63,314,,,114,163
7430935-05,MC10,05/21/22,PP,IndReq,-63,314,,,114,164
7430935-05,MC10,05/21/22,PP,IndReq,-27,287,,,114,164
7430935-05,MC10,05/21/22,LE,SchAgr,120,378,,22325910,114,164
7430935-05,MC10,05/21/22,PP,IndReq,-27,287,,,114,165
7430935-05,MC10,05/21/22,PP,IndReq,-27,288,,,114,166
7430935-05,MC10,05/21/22,LE,SchAgr,120,320,,22325910,114,167
7430935-05,MC10,05/21/22,LE,SchAgr,120,320,,22325910,114,167
7430935-05,MC10,05/21/22,PP,IndReq,-100,220,,,114,168
7430935-05,MC10,05/21/22,PP,IndReq,-100,220,,,114,168
7430935-05,MC10,05/21/22,PP,IndReq,-100,220,,,114,168
7430935-05,MC10,05/21/22,LE,SchAgr,60,480,,22325910,114,176
7430935-05,MC10,05/21/22,LE,SchAgr,60,480,,22325910,114,176
7430935-05,MC10,05/21/22,PP,IndReq,-56,424,,,114,177
7430935-05,MC10,05/21/22,PP,IndReq,-56,424,,,114,177
7430935-05,MC10,05/21/22,PP,IndReq,-133,291,,,114,178
7430935-05,MC10,05/21/22,LE,SchAgr,180,402,,22325910,114,191
7430935-05,MC10,05/21/22,LE,SchAgr,60,462,,22325910,114,192
7430935-05,MC10,05/21/22,PP,IndReq,-54,348,,,114,192
7430935-05,MC10,05/21/22,PP,IndReq,-128,334,,,114,193
7430935-05,MC10,05/21/22,PP,IndReq,-128,220,,,114,193
7430935-05,MC10,05/21/22,PP,IndReq,-128,334,,,114,193
7430935-05,MC10,05/21/22,PP,IndReq,-54,280,,,114,194
7430935-05,MC10,05/21/22,PP,IndReq,-54,280,,,114,194
7430935-05,MC10,05/21/22,LE,SchAgr,60,263,,22325910,114,206
7430935-05,MC10,05/21/22,LE,SchAgr,120,323,,22325910,114,206
7430935-05,MC10,05/21/22,LE,SchAgr,60,263,,22325910,114,206
7430935-05,MC10,05/21/22,PP,IndReq,-73,190,,,114,207
7430935-05,MC10,05/21/22,PP,IndReq,-31,232,,,114,207
7430935-05,MC10,05/21/22,PP,IndReq,-31,292,,,114,207
7430935-05,MC10,05/21/22,PP,IndReq,-73,159,,,114,208
7430935-05,MC10,05/21/22,PP,IndReq,-31,159,,,114,208
7430935-05,MC10,05/21/22,PP,IndReq,-73,219,,,114,208
7430935-05,MC10,05/23/22,LE,SchAgr,120,380,,22325910,114,153
7430935-05,MC10,05/23/22,LE,SchAgr,120,380,,22325910,114,153
7430935-05,MC10,05/23/22,PP,IndReq,-28,352,,,114,154
7430935-05,MC10,05/23/22,PP,IndReq,-28,352,,,114,154
7430935-05,MC10,05/23/22,PP,IndReq,-68,284,,,114,155
7430935-05,MC10,05/23/22,PP,IndReq,-68,284,,,114,155
7430935-05,MC10,05/23/22,LE,SchAgr,60,380,,22325910,114,156
7430935-05,MC10,05/23/22,PP,IndReq,-28,352,,,114,157
7430935-05,MC10,05/23/22,PP,IndReq,-68,284,,,114,158
7430935-05,MC10,05/23/22,LE,SchAgr,60,265,,22325910,114,161
7430935-05,MC10,05/23/22,LE,SchAgr,60,265,,22325910,114,161
7430935-05,MC10,05/23/22,PP,IndReq,-75,190,,,114,162
7430935-05,MC10,05/23/22,PP,IndReq,-75,190,,,114,162
7430935-05,MC10,05/23/22,LE,SchAgr,60,265,,22325910,114,163
7430935-05,MC10,05/23/22,LE,SchAgr,60,339,,22325910,114,163
7430935-05,MC10,05/23/22,PP,IndReq,-29,310,,,114,164
7430935-05,MC10,05/23/22,LE,SchAgr,60,347,,22325910,114,165
7430935-05,MC10,05/23/22,PP,IndReq,-71,276,,,114,166
7430935-05,MC10,05/23/22,LE,SchAgr,60,347,,22325910,114,166
7430935-05,MC10,05/23/22,PP,IndReq,-30,246,,,114,167
7430935-05,MC10,05/23/22,LE,SchAgr,120,408,,22325910,114,167
7430935-05,MC10,05/23/22,LE,SchAgr,60,280,,22325910,114,169
7430935-05,MC10,05/23/22,LE,SchAgr,60,280,,22325910,114,169
7430935-05,MC10,05/23/22,PP,IndReq,-30,307,,,114,169
7430935-05,MC10,05/23/22,PP,IndReq,-78,202,,,114,170
7430935-05,MC10,05/23/22,PP,IndReq,-78,202,,,114,170
7430935-05,MC10,05/23/22,PP,IndReq,-78,202,,,114,170
7430935-05,MC10,05/23/22,LE,SchAgr,60,351,,22325910,114,179
7430935-05,MC10,05/23/22,LE,SchAgr,60,351,,22325910,114,179
7430935-05,MC10,05/23/22,PP,IndReq,-30,321,,,114,180
7430935-05,MC10,05/23/22,PP,IndReq,-30,321,,,114,181
7430935-05,MC10,05/23/22,PP,IndReq,-73,248,,,114,182
7430935-05,MC10,05/23/22,LE,SchAgr,180,400,,22325910,114,194
7430935-05,MC10,05/23/22,LE,SchAgr,120,400,,22325910,114,195
7430935-05,MC10,05/23/22,LE,SchAgr,120,400,,22325910,114,195
7430935-05,MC10,05/23/22,PP,IndReq,-71,329,,,114,195
7430935-05,MC10,05/23/22,PP,IndReq,-30,370,,,114,196
7430935-05,MC10,05/23/22,PP,IndReq,-30,370,,,114,196
7430935-05,MC10,05/23/22,PP,IndReq,-71,299,,,114,197
7430935-05,MC10,05/23/22,PP,IndReq,-71,299,,,114,197
7430935-05,MC10,05/23/22,LE,SchAgr,120,279,,22325910,114,209
7430935-05,MC10,05/23/22,LE,SchAgr,120,279,,22325910,114,209
7430935-05,MC10,05/23/22,LE,SchAgr,60,279,,22325910,114,209
7430935-05,MC10,05/23/22,PP,IndReq,-14,265,,,114,210
7430935-05,MC10,05/23/22,PP,IndReq,-14,265,,,114,210
7430935-05,MC10,05/23/22,PP,IndReq,-14,265,,,114,210
7430935-05,MC10,05/23/22,PP,IndReq,-5,260,,,114,211
7430935-05,MC10,05/23/22,PP,IndReq,-5,260,,,114,211
7430935-05,MC10,05/23/22,PP,IndReq,-5,260,,,114,211
7430935-05,MC10,05/24/22,LE,SchAgr,60,344,,22325910,114,156
7430935-05,MC10,05/24/22,LE,SchAgr,60,344,,22325910,114,156
7430935-05,MC10,05/24/22,PP,IndReq,-73,271,,,114,157
7430935-05,MC10,05/24/22,PP,IndReq,-30,314,,,114,157
7430935-05,MC10,05/24/22,PP,IndReq,-73,241,,,114,158
