material,plant,demand_date,mrp_element_cd,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7430935-05,MC10,08/31/21,LE,SchAgr,180,639,,22325910,114,128
7430935-05,MC10,08/31/21,PP,IndReq,-219,420,,,114,129
7430935-05,MC10,08/31/21,LE,SchAgr,120,609,,22325910,114,134
7430935-05,MC10,08/31/21,PP,IndReq,-219,390,,,114,135
7430935-05,MC10,09/01/21,LE,SchAgr,300,825,,22325910,114,55
7430935-05,MC10,09/01/21,PP,IndReq,-259,566,,,114,56
7430935-05,MC10,09/01/21,PP,IndReq,-250,576,,,114,59
7430935-05,MC10,09/01/21,LE,SchAgr,240,791,,22325910,114,75
7430935-05,MC10,09/01/21,PP,IndReq,-261,530,,,114,76
7430935-05,MC10,09/01/21,LE,SchAgr,240,809,,22325910,114,77
7430935-05,MC10,09/01/21,PP,IndReq,-270,539,,,114,78
7430935-05,MC10,09/01/21,LE,SchAgr,240,816,,22325910,114,88
7430935-05,MC10,09/01/21,PP,IndReq,-275,541,,,114,89
7430935-05,MC10,09/01/21,PP,IndReq,-220,350,,,114,94
7430935-05,MC10,09/01/21,LE,SchAgr,240,800,,22325910,114,95
7430935-05,MC10,09/01/21,PP,IndReq,-281,519,,,114,96
7430935-05,MC10,09/01/21,LE,SchAgr,240,452,,22325910,114,101
7430935-05,MC10,09/01/21,PP,IndReq,-165,287,,,114,102
7430935-05,MC10,09/01/21,LE,SchAgr,240,748,,22325910,114,103
7430935-05,MC10,09/01/21,PP,IndReq,-250,498,,,114,104
7430935-05,MC10,09/01/21,LE,SchAgr,240,660,,22325910,114,130
7430935-05,MC10,09/01/21,PP,IndReq,-216,444,,,114,131
7430935-05,MC10,09/01/21,LE,SchAgr,240,630,,22325910,114,136
7430935-05,MC10,09/01/21,PP,IndReq,-216,414,,,114,137
7430935-05,MC10,09/02/21,PP,IndReq,-254,502,,,114,61
7430935-05,MC10,09/02/21,LE,SchAgr,240,770,,22325910,114,77
7430935-05,MC10,09/02/21,PP,IndReq,-264,506,,,114,78
7430935-05,MC10,09/02/21,LE,SchAgr,240,779,,22325910,114,79
7430935-05,MC10,09/02/21,PP,IndReq,-270,509,,,114,80
7430935-05,MC10,09/02/21,LE,SchAgr,240,781,,22325910,114,90
7430935-05,MC10,09/02/21,PP,IndReq,-268,513,,,114,91
7430935-05,MC10,09/02/21,LE,SchAgr,480,830,,22325910,114,95
7430935-05,MC10,09/02/21,PP,IndReq,-61,769,,,114,96
7430935-05,MC10,09/02/21,LE,SchAgr,240,759,,22325910,114,97
7430935-05,MC10,09/02/21,PP,IndReq,-269,490,,,114,98
7430935-05,MC10,09/02/21,LE,SchAgr,480,767,,22325910,114,103
7430935-05,MC10,09/02/21,LE,SchAgr,240,738,,22325910,114,105
7430935-05,MC10,09/02/21,PP,IndReq,-243,495,,,114,106
7430935-05,MC10,09/02/21,LE,SchAgr,180,624,,22325910,114,132
7430935-05,MC10,09/02/21,PP,IndReq,-164,460,,,114,133
7430935-05,MC10,09/02/21,LE,SchAgr,240,654,,22325910,114,138
7430935-05,MC10,09/02/21,PP,IndReq,-164,490,,,114,139
7430935-05,MC10,09/03/21,LE,SchAgr,300,790,,22325910,114,59
7430935-05,MC10,09/03/21,PP,IndReq,-269,533,,,114,63
7430935-05,MC10,09/03/21,LE,SchAgr,240,746,,22325910,114,79
7430935-05,MC10,09/03/21,PP,IndReq,-258,488,,,114,80
7430935-05,MC10,09/03/21,LE,SchAgr,240,749,,22325910,114,81
7430935-05,MC10,09/03/21,PP,IndReq,-263,486,,,114,82
7430935-05,MC10,09/03/21,LE,SchAgr,240,753,,22325910,114,92
7430935-05,MC10,09/03/21,PP,IndReq,-243,510,,,114,93
7430935-05,MC10,09/03/21,LE,SchAgr,240,1009,,22325910,114,97
7430935-05,MC10,09/03/21,PP,IndReq,-244,486,,,114,100
7430935-05,MC10,09/03/21,LE,SchAgr,240,997,,22325910,114,105
7430935-05,MC10,09/03/21,PP,IndReq,-242,755,,,114,106
7430935-05,MC10,09/03/21,LE,SchAgr,240,735,,22325910,114,107
7430935-05,MC10,09/03/21,PP,IndReq,-231,504,,,114,108
7430935-05,MC10,09/03/21,LE,SchAgr,240,700,,22325910,114,134
7430935-05,MC10,09/03/21,LE,SchAgr,180,670,,22325910,114,140
7430935-05,MC10,09/03/21,PP,IndReq,-226,444,,,114,141
7430935-05,MC10,09/04/21,PP,IndReq,-215,554,,,114,62
7430935-05,MC10,09/04/21,PP,IndReq,-214,559,,,114,65
7430935-05,MC10,09/04/21,LE,SchAgr,240,728,,22325910,114,81
7430935-05,MC10,09/04/21,PP,IndReq,-224,504,,,114,82
7430935-05,MC10,09/04/21,LE,SchAgr,240,726,,22325910,114,83
7430935-05,MC10,09/04/21,LE,SchAgr,60,570,,22325910,114,94
7430935-05,MC10,09/04/21,PP,IndReq,-242,328,,,114,95
7430935-05,MC10,09/04/21,LE,SchAgr,120,606,,22325910,114,101
7430935-05,MC10,09/04/21,LE,SchAgr,60,815,,22325910,114,107
7430935-05,MC10,09/04/21,PP,IndReq,-465,350,,,114,108
7430935-05,MC10,09/04/21,LE,SchAgr,240,744,,22325910,114,109
7430935-05,MC10,09/04/21,PP,IndReq,-242,502,,,114,110
7430935-05,MC10,09/04/21,LE,SchAgr,60,534,,22325910,114,136
7430935-05,MC10,09/04/21,PP,IndReq,-221,313,,,114,137
7430935-05,MC10,09/04/21,LE,SchAgr,120,564,,22325910,114,142
7430935-05,MC10,09/04/21,PP,IndReq,-221,343,,,114,143
7430935-05,MC10,09/07/21,SB,DepReq,-390,494,PLT1,,114,33
7430935-05,MC10,09/07/21,LE,SchAgr,240,794,,22325910,114,63
7430935-05,MC10,09/07/21,LE,SchAgr,240,799,,22325910,114,66
7430935-05,MC10,09/07/21,PP,IndReq,-262,537,,,114,67
7430935-05,MC10,09/07/21,LE,SchAgr,300,804,,22325910,114,83
7430935-05,MC10,09/07/21,PP,IndReq,-250,554,,,114,84
7430935-05,MC10,09/07/21,LE,SchAgr,300,817,,22325910,114,85
7430935-05,MC10,09/07/21,LE,SchAgr,60,388,,22325910,114,96
7430935-05,MC10,09/07/21,PP,IndReq,-249,139,,,114,97
7430935-05,MC10,09/07/21,LE,SchAgr,60,379,,22325910,114,101
7430935-05,MC10,09/07/21,PP,IndReq,-246,133,,,114,102
7430935-05,MC10,09/07/21,LE,SchAgr,60,429,,22325910,114,103
7430935-05,MC10,09/07/21,PP,IndReq,-231,119,,,114,109
7430935-05,MC10,09/07/21,LE,SchAgr,240,742,,22325910,114,111
7430935-05,MC10,09/07/21,PP,IndReq,-242,500,,,114,112
7430935-05,MC10,09/07/21,LE,SchAgr,60,373,,22325910,114,138
7430935-05,MC10,09/07/21,PP,IndReq,-217,156,,,114,139
7430935-05,MC10,09/07/21,PP,IndReq,-217,126,,,114,144
7430935-05,MC10,09/08/21,PP,IndReq,-256,570,,,114,66
7430935-05,MC10,09/08/21,LE,SchAgr,300,837,,22325910,114,68
7430935-05,MC10,09/08/21,LE,SchAgr,240,794,,22325910,114,85
7430935-05,MC10,09/08/21,PP,IndReq,-245,549,,,114,86
7430935-05,MC10,09/08/21,LE,SchAgr,240,803,,22325910,114,87
7430935-05,MC10,09/08/21,PP,IndReq,-248,555,,,114,88
7430935-05,MC10,09/08/21,LE,SchAgr,240,379,,22325910,114,98
7430935-05,MC10,09/08/21,PP,IndReq,-68,311,,,114,99
7430935-05,MC10,09/08/21,LE,SchAgr,240,373,,22325910,114,103
7430935-05,MC10,09/08/21,LE,SchAgr,240,423,,22325910,114,105
7430935-05,MC10,09/08/21,PP,IndReq,-73,350,,,114,106
7430935-05,MC10,09/08/21,LE,SchAgr,240,359,,22325910,114,110
7430935-05,MC10,09/08/21,LE,SchAgr,60,560,,22325910,114,113
7430935-05,MC10,09/08/21,PP,IndReq,-233,327,,,114,114
7430935-05,MC10,09/08/21,LE,SchAgr,240,396,,22325910,114,140
7430935-05,MC10,09/08/21,LE,SchAgr,240,366,,22325910,114,145
7430935-05,MC10,09/08/21,PP,IndReq,-70,296,,,114,146
7430935-05,MC10,09/09/21,LE,SchAgr,180,659,,22325910,114,38
7430935-05,MC10,09/09/21,LE,SchAgr,180,750,,22325910,114,67
7430935-05,MC10,09/09/21,PP,IndReq,-259,491,,,114,68
7430935-05,MC10,09/09/21,LE,SchAgr,180,758,,22325910,114,70
7430935-05,MC10,09/09/21,PP,IndReq,-265,493,,,114,71
7430935-05,MC10,09/09/21,LE,SchAgr,180,729,,22325910,114,87
7430935-05,MC10,09/09/21,PP,IndReq,-253,476,,,114,88
7430935-05,MC10,09/09/21,LE,SchAgr,180,735,,22325910,114,89
7430935-05,MC10,09/09/21,PP,IndReq,-259,476,,,114,90
7430935-05,MC10,09/09/21,LE,SchAgr,480,791,,22325910,114,100
7430935-05,MC10,09/09/21,PP,IndReq,-60,731,,,114,101
7430935-05,MC10,09/09/21,PP,IndReq,-60,720,,,114,106
7430935-05,MC10,09/09/21,LE,SchAgr,420,770,,22325910,114,107
7430935-05,MC10,09/09/21,PP,IndReq,-60,710,,,114,108
7430935-05,MC10,09/09/21,LE,SchAgr,480,774,,22325910,114,112
7430935-05,MC10,09/09/21,PP,IndReq,-50,724,,,114,113
7430935-05,MC10,09/09/21,LE,SchAgr,300,627,,22325910,114,115
7430935-05,MC10,09/09/21,PP,IndReq,-245,382,,,114,116
7430935-05,MC10,09/09/21,LE,SchAgr,420,746,,22325910,114,142
7430935-05,MC10,09/09/21,PP,IndReq,-53,693,,,114,143
7430935-05,MC10,09/09/21,LE,SchAgr,480,776,,22325910,114,147
7430935-05,MC10,09/09/21,PP,IndReq,-53,723,,,114,148
7430935-05,MC10,09/10/21,LE,SchAgr,300,791,,22325910,114,69
7430935-05,MC10,09/10/21,PP,IndReq,-259,532,,,114,70
7430935-05,MC10,09/10/21,PP,IndReq,-255,538,,,114,73
7430935-05,MC10,09/10/21,LE,SchAgr,240,716,,22325910,114,89
7430935-05,MC10,09/10/21,PP,IndReq,-250,466,,,114,90
7430935-05,MC10,09/10/21,LE,SchAgr,240,716,,22325910,114,91
7430935-05,MC10,09/10/21,PP,IndReq,-251,465,,,114,92
7430935-05,MC10,09/10/21,LE,SchAgr,240,971,,22325910,114,102
7430935-05,MC10,09/10/21,PP,IndReq,-239,732,,,114,103
7430935-05,MC10,09/10/21,LE,SchAgr,240,960,,22325910,114,107
7430935-05,MC10,09/10/21,PP,IndReq,-238,722,,,114,108
7430935-05,MC10,09/10/21,LE,SchAgr,240,950,,22325910,114,109
7430935-05,MC10,09/10/21,PP,IndReq,-238,712,,,114,110
7430935-05,MC10,09/10/21,LE,SchAgr,240,964,,22325910,114,114
7430935-05,MC10,09/10/21,PP,IndReq,-240,724,,,114,115
7430935-05,MC10,09/10/21,LE,SchAgr,240,622,,22325910,114,117
7430935-05,MC10,09/10/21,PP,IndReq,-62,560,,,114,118
7430935-05,MC10,09/10/21,LE,SchAgr,240,933,,22325910,114,144
7430935-05,MC10,09/10/21,PP,IndReq,-225,708,,,114,145
7430935-05,MC10,09/10/21,LE,SchAgr,240,963,,22325910,114,149
7430935-05,MC10,09/10/21,PP,IndReq,-225,738,,,114,150
7430935-05,MC10,09/11/21,SB,DepReq,-1,809,PLT1,,114,3
7430935-05,MC10,09/11/21,SB,DepReq,-14,795,PLT1,,114,4
7430935-05,MC10,09/11/21,LE,SchAgr,240,778,,22325910,114,74
7430935-05,MC10,09/11/21,PP,IndReq,-227,551,,,114,75
7430935-05,MC10,09/11/21,LE,SchAgr,240,706,,22325910,114,91
7430935-05,MC10,09/11/21,PP,IndReq,-170,536,,,114,92
7430935-05,MC10,09/11/21,LE,SchAgr,240,705,,22325910,114,93
7430935-05,MC10,09/11/21,PP,IndReq,-166,539,,,114,94
7430935-05,MC10,09/11/21,LE,SchAgr,240,972,,22325910,114,104
7430935-05,MC10,09/11/21,PP,IndReq,-472,500,,,114,105
7430935-05,MC10,09/11/21,LE,SchAgr,240,962,,22325910,114,109
7430935-05,MC10,09/11/21,PP,IndReq,-467,485,,,114,112
7430935-05,MC10,09/11/21,LE,SchAgr,240,964,,22325910,114,116
7430935-05,MC10,09/11/21,PP,IndReq,-460,504,,,114,117
7430935-05,MC10,09/11/21,LE,SchAgr,240,800,,22325910,114,119
7430935-05,MC10,09/11/21,PP,IndReq,-296,504,,,114,120
7430935-05,MC10,09/11/21,PP,IndReq,-447,501,,,114,147
7430935-05,MC10,09/11/21,LE,SchAgr,240,978,,22325910,114,151
7430935-05,MC10,09/11/21,PP,IndReq,-447,531,,,114,152
7430935-05,MC10,09/12/21,WB,Stock,870,870,,,114,1
7430935-05,MC10,09/12/21,SH,SafeSt,-60,810,,,114,2
7430935-05,MC10,09/13/21,LE,SchAgr,180,975,,22325910,114,5
7430935-05,MC10,09/13/21,SB,DepReq,-10,965,PLT1,,114,6
7430935-05,MC10,09/13/21,SB,DepReq,-376,589,PLT1,,114,7
7430935-05,MC10,09/13/21,LE,SchAgr,300,848,,22325910,114,73
7430935-05,MC10,09/13/21,PP,IndReq,-259,589,,,114,74
7430935-05,MC10,09/13/21,LE,SchAgr,300,851,,22325910,114,76
7430935-05,MC10,09/13/21,PP,IndReq,-263,588,,,114,77
7430935-05,MC10,09/13/21,LE,SchAgr,240,776,,22325910,114,93
7430935-05,MC10,09/13/21,PP,IndReq,-249,527,,,114,94
7430935-05,MC10,09/13/21,LE,SchAgr,60,560,,22325910,114,106
7430935-05,MC10,09/13/21,PP,IndReq,-228,332,,,114,107
7430935-05,MC10,09/13/21,PP,IndReq,-224,331,,,114,112
7430935-05,MC10,09/13/21,PP,IndReq,-224,321,,,114,114
7430935-05,MC10,09/13/21,LE,SchAgr,60,564,,22325910,114,118
7430935-05,MC10,09/13/21,PP,IndReq,-234,330,,,114,119
7430935-05,MC10,09/13/21,LE,SchAgr,240,744,,22325910,114,121
7430935-05,MC10,09/13/21,PP,IndReq,-238,506,,,114,122
7430935-05,MC10,09/13/21,LE,SchAgr,60,561,,22325910,114,148
7430935-05,MC10,09/13/21,PP,IndReq,-246,315,,,114,149
7430935-05,MC10,09/13/21,LE,SchAgr,60,591,,22325910,114,153
7430935-05,MC10,09/13/21,PP,IndReq,-246,345,,,114,154
7430935-05,MC10,09/14/21,LE,SchAgr,240,829,,22325910,114,8
7430935-05,MC10,09/14/21,SB,DepReq,-14,815,PLT1,,114,9
7430935-05,MC10,09/14/21,SB,DepReq,-390,425,PLT1,,114,10
7430935-05,MC10,09/14/21,PP,IndReq,-275,554,,,114,76
7430935-05,MC10,09/14/21,LE,SchAgr,240,828,,22325910,114,78
7430935-05,MC10,09/14/21,PP,IndReq,-263,565,,,114,79
7430935-05,MC10,09/14/21,LE,SchAgr,240,767,,22325910,114,95
7430935-05,MC10,09/14/21,PP,IndReq,-242,525,,,114,96
7430935-05,MC10,09/14/21,LE,SchAgr,240,768,,22325910,114,97
7430935-05,MC10,09/14/21,LE,SchAgr,60,392,,22325910,114,108
7430935-05,MC10,09/14/21,PP,IndReq,-227,165,,,114,109
7430935-05,MC10,09/14/21,LE,SchAgr,60,391,,22325910,114,113
7430935-05,MC10,09/14/21,LE,SchAgr,60,381,,22325910,114,115
7430935-05,MC10,09/14/21,LE,SchAgr,60,390,,22325910,114,120
7430935-05,MC10,09/14/21,PP,IndReq,-243,147,,,114,121
7430935-05,MC10,09/14/21,LE,SchAgr,240,746,,22325910,114,123
7430935-05,MC10,09/14/21,PP,IndReq,-234,512,,,114,124
7430935-05,MC10,09/14/21,LE,SchAgr,60,375,,22325910,114,150
7430935-05,MC10,09/14/21,PP,IndReq,-229,146,,,114,151
7430935-05,MC10,09/15/21,LE,SchAgr,240,665,,22325910,114,11
7430935-05,MC10,09/15/21,SB,DepReq,-8,657,PLT1,,114,12
7430935-05,MC10,09/15/21,SB,DepReq,-198,459,PLT1,,114,13
7430935-05,MC10,09/15/21,LE,SchAgr,240,794,,22325910,114,77
7430935-05,MC10,09/15/21,LE,SchAgr,240,805,,22325910,114,80
7430935-05,MC10,09/15/21,LE,SchAgr,240,765,,22325910,114,97
7430935-05,MC10,09/15/21,PP,IndReq,-252,513,,,114,98
7430935-05,MC10,09/15/21,LE,SchAgr,240,769,,22325910,114,99
7430935-05,MC10,09/15/21,PP,IndReq,-251,518,,,114,100
7430935-05,MC10,09/15/21,LE,SchAgr,240,405,,22325910,114,110
7430935-05,MC10,09/15/21,PP,IndReq,-81,324,,,114,111
7430935-05,MC10,09/15/21,LE,SchAgr,240,393,,22325910,114,117
7430935-05,MC10,09/15/21,PP,IndReq,-76,317,,,114,118
7430935-05,MC10,09/15/21,LE,SchAgr,240,387,,22325910,114,122
7430935-05,MC10,09/15/21,LE,SchAgr,60,572,,22325910,114,125
7430935-05,MC10,09/15/21,PP,IndReq,-222,350,,,114,126
7430935-05,MC10,09/15/21,LE,SchAgr,240,386,,22325910,114,152
7430935-05,MC10,09/15/21,PP,IndReq,-78,308,,,114,153
7430935-05,MC10,09/16/21,LE,SchAgr,300,759,,22325910,114,14
7430935-05,MC10,09/16/21,SB,DepReq,-15,744,PLT1,,114,15
7430935-05,MC10,09/16/21,SB,DepReq,-214,530,PLT1,,114,16
7430935-05,MC10,09/16/21,LE,SchAgr,180,717,,22325910,114,79
7430935-05,MC10,09/16/21,PP,IndReq,-256,461,,,114,80
7430935-05,MC10,09/16/21,LE,SchAgr,180,714,,22325910,114,82
7430935-05,MC10,09/16/21,PP,IndReq,-252,462,,,114,83
7430935-05,MC10,09/16/21,LE,SchAgr,240,753,,22325910,114,99
7430935-05,MC10,09/16/21,PP,IndReq,-236,517,,,114,100
7430935-05,MC10,09/16/21,LE,SchAgr,240,758,,22325910,114,101
7430935-05,MC10,09/16/21,PP,IndReq,-244,514,,,114,102
7430935-05,MC10,09/16/21,LE,SchAgr,420,744,,22325910,114,112
7430935-05,MC10,09/16/21,PP,IndReq,-66,678,,,114,113
7430935-05,MC10,09/16/21,LE,SchAgr,480,797,,22325910,114,119
7430935-05,MC10,09/16/21,PP,IndReq,-70,727,,,114,120
7430935-05,MC10,09/16/21,LE,SchAgr,480,798,,22325910,114,124
7430935-05,MC10,09/16/21,PP,IndReq,-55,743,,,114,125
7430935-05,MC10,09/16/21,LE,SchAgr,240,590,,22325910,114,127
7430935-05,MC10,09/16/21,PP,IndReq,-242,348,,,114,128
7430935-05,MC10,09/16/21,LE,SchAgr,540,848,,22325910,114,154
7430935-05,MC10,09/16/21,PP,IndReq,-62,786,,,114,155
7430935-05,MC10,09/17/21,FH,----->,0,530,,,114,17
7430935-05,MC10,09/17/21,LE,SchAgr,60,590,,22325910,114,18
7430935-05,MC10,09/17/21,LE,SchAgr,180,770,,22325910,114,19
7430935-05,MC10,09/17/21,SB,DepReq,-8,762,PLT1,,114,20
7430935-05,MC10,09/17/21,SB,DepReq,-260,502,PLT1,,114,21
7430935-05,MC10,09/17/21,PP,IndReq,-252,449,,,114,82
7430935-05,MC10,09/17/21,LE,SchAgr,240,702,,22325910,114,84
7430935-05,MC10,09/17/21,PP,IndReq,-252,450,,,114,85
7430935-05,MC10,09/17/21,LE,SchAgr,240,757,,22325910,114,101
7430935-05,MC10,09/17/21,PP,IndReq,-261,496,,,114,102
7430935-05,MC10,09/17/21,LE,SchAgr,240,754,,22325910,114,103
7430935-05,MC10,09/17/21,LE,SchAgr,240,918,,22325910,114,114
7430935-05,MC10,09/17/21,PP,IndReq,-224,694,,,114,115
7430935-05,MC10,09/17/21,PP,IndReq,-226,691,,,114,120
7430935-05,MC10,09/17/21,LE,SchAgr,180,923,,22325910,114,126
7430935-05,MC10,09/17/21,LE,SchAgr,240,588,,22325910,114,129
7430935-05,MC10,09/17/21,PP,IndReq,-70,518,,,114,130
7430935-05,MC10,09/17/21,LE,SchAgr,240,1026,,22325910,114,156
7430935-05,MC10,09/17/21,PP,IndReq,-241,785,,,114,157
7430935-05,MC10,09/18/21,LE,SchAgr,180,682,,22325910,114,22
7430935-05,MC10,09/18/21,SB,DepReq,-278,404,PLT1,,114,23
7430935-05,MC10,09/18/21,LE,SchAgr,240,689,,22325910,114,83
7430935-05,MC10,09/18/21,PP,IndReq,-190,499,,,114,84
7430935-05,MC10,09/18/21,LE,SchAgr,240,690,,22325910,114,86
7430935-05,MC10,09/18/21,PP,IndReq,-179,511,,,114,87
7430935-05,MC10,09/18/21,LE,SchAgr,240,736,,22325910,114,103
7430935-05,MC10,09/18/21,PP,IndReq,-204,532,,,114,104
7430935-05,MC10,09/18/21,LE,SchAgr,180,679,,22325910,114,105
7430935-05,MC10,09/18/21,PP,IndReq,-210,469,,,114,106
7430935-05,MC10,09/18/21,LE,SchAgr,240,934,,22325910,114,116
7430935-05,MC10,09/18/21,PP,IndReq,-449,485,,,114,117
7430935-05,MC10,09/18/21,LE,SchAgr,240,931,,22325910,114,121
7430935-05,MC10,09/18/21,PP,IndReq,-446,485,,,114,122
7430935-05,MC10,09/18/21,LE,SchAgr,240,921,,22325910,114,123
7430935-05,MC10,09/18/21,PP,IndReq,-446,475,,,114,124
7430935-05,MC10,09/18/21,LE,SchAgr,300,996,,22325910,114,128
7430935-05,MC10,09/18/21,PP,IndReq,-465,531,,,114,129
7430935-05,MC10,09/18/21,LE,SchAgr,240,758,,22325910,114,131
7430935-05,MC10,09/18/21,PP,IndReq,-275,483,,,114,132
7430935-05,MC10,09/20/21,LE,SchAgr,240,644,,22325910,114,24
7430935-05,MC10,09/20/21,SB,DepReq,-180,464,PLT1,,114,25
7430935-05,MC10,09/20/21,LE,SchAgr,240,751,,22325910,114,88
7430935-05,MC10,09/20/21,LE,SchAgr,240,772,,22325910,114,105
7430935-05,MC10,09/20/21,PP,IndReq,-239,533,,,114,106
7430935-05,MC10,09/20/21,LE,SchAgr,300,769,,22325910,114,107
7430935-05,MC10,09/20/21,PP,IndReq,-231,538,,,114,108
7430935-05,MC10,09/20/21,LE,SchAgr,180,665,,22325910,114,118
7430935-05,MC10,09/20/21,PP,IndReq,-223,442,,,114,119
7430935-05,MC10,09/20/21,LE,SchAgr,120,605,,22325910,114,123
7430935-05,MC10,09/20/21,PP,IndReq,-215,390,,,114,124
7430935-05,MC10,09/20/21,LE,SchAgr,180,655,,22325910,114,125
7430935-05,MC10,09/20/21,PP,IndReq,-215,440,,,114,126
7430935-05,MC10,09/20/21,LE,SchAgr,180,711,,22325910,114,130
7430935-05,MC10,09/20/21,LE,SchAgr,240,723,,22325910,114,133
7430935-05,MC10,09/20/21,PP,IndReq,-226,497,,,114,134
7430935-05,MC10,09/21/21,LE,SchAgr,300,764,,22325910,114,26
7430935-05,MC10,09/21/21,SB,DepReq,-1,763,PLT1,,114,27
7430935-05,MC10,09/21/21,SB,DepReq,-173,590,PLT1,,114,28
7430935-05,MC10,09/21/21,PP,IndReq,-234,498,,,114,59
7430935-05,MC10,09/21/21,LE,SchAgr,240,738,,22325910,114,87
7430935-05,MC10,09/21/21,LE,SchAgr,180,684,,22325910,114,90
7430935-05,MC10,09/21/21,PP,IndReq,-228,456,,,114,91
7430935-05,MC10,09/21/21,LE,SchAgr,180,713,,22325910,114,107
7430935-05,MC10,09/21/21,PP,IndReq,-243,470,,,114,108
7430935-05,MC10,09/21/21,LE,SchAgr,180,718,,22325910,114,109
7430935-05,MC10,09/21/21,PP,IndReq,-238,480,,,114,110
7430935-05,MC10,09/21/21,LE,SchAgr,60,502,,22325910,114,120
7430935-05,MC10,09/21/21,PP,IndReq,-211,291,,,114,121
7430935-05,MC10,09/21/21,LE,SchAgr,60,450,,22325910,114,125
7430935-05,MC10,09/21/21,PP,IndReq,-212,238,,,114,126
7430935-05,MC10,09/21/21,PP,IndReq,-212,228,,,114,127
7430935-05,MC10,09/21/21,LE,SchAgr,60,541,,22325910,114,132
7430935-05,MC10,09/21/21,PP,IndReq,-247,294,,,114,133
7430935-05,MC10,09/21/21,LE,SchAgr,180,677,,22325910,114,135
7430935-05,MC10,09/21/21,PP,IndReq,-224,453,,,114,136
7430935-05,MC10,09/22/21,LE,SchAgr,180,770,,22325910,114,29
7430935-05,MC10,09/22/21,SB,DepReq,-8,762,PLT1,,114,30
7430935-05,MC10,09/22/21,SB,DepReq,-230,532,PLT1,,114,31
7430935-05,MC10,09/22/21,LE,SchAgr,180,691,,22325910,114,89
7430935-05,MC10,09/22/21,PP,IndReq,-223,468,,,114,90
7430935-05,MC10,09/22/21,LE,SchAgr,240,696,,22325910,114,92
7430935-05,MC10,09/22/21,PP,IndReq,-225,471,,,114,93
7430935-05,MC10,09/22/21,LE,SchAgr,240,710,,22325910,114,109
7430935-05,MC10,09/22/21,PP,IndReq,-237,473,,,114,110
7430935-05,MC10,09/22/21,LE,SchAgr,240,720,,22325910,114,111
7430935-05,MC10,09/22/21,PP,IndReq,-241,479,,,114,112
7430935-05,MC10,09/22/21,LE,SchAgr,180,471,,22325910,114,122
7430935-05,MC10,09/22/21,PP,IndReq,-177,294,,,114,123
7430935-05,MC10,09/22/21,LE,SchAgr,240,478,,22325910,114,127
7430935-05,MC10,09/22/21,PP,IndReq,-169,309,,,114,128
7430935-05,MC10,09/22/21,LE,SchAgr,240,468,,22325910,114,128
7430935-05,MC10,09/22/21,LE,SchAgr,240,534,,22325910,114,134
7430935-05,MC10,09/22/21,PP,IndReq,-184,350,,,114,135
7430935-05,MC10,09/22/21,LE,SchAgr,180,633,,22325910,114,137
7430935-05,MC10,09/22/21,PP,IndReq,-223,410,,,114,138
7430935-05,MC10,09/23/21,FH,----->,0,571,,,114,14
7430935-05,MC10,09/23/21,SB,DepReq,-306,318,PLT1,,114,17
7430935-05,MC10,09/23/21,LE,SchAgr,180,712,,22325910,114,32
7430935-05,MC10,09/23/21,SB,DepReq,-1,711,PLT1,,114,33
7430935-05,MC10,09/23/21,SB,DepReq,-302,409,PLT1,,114,34
7430935-05,MC10,09/23/21,LE,SchAgr,180,648,,22325910,114,91
7430935-05,MC10,09/23/21,PP,IndReq,-236,412,,,114,92
7430935-05,MC10,09/23/21,LE,SchAgr,180,651,,22325910,114,94
7430935-05,MC10,09/23/21,LE,SchAgr,240,713,,22325910,114,111
7430935-05,MC10,09/23/21,PP,IndReq,-230,483,,,114,112
7430935-05,MC10,09/23/21,LE,SchAgr,180,659,,22325910,114,113
7430935-05,MC10,09/23/21,PP,IndReq,-235,424,,,114,114
7430935-05,MC10,09/23/21,LE,SchAgr,420,714,,22325910,114,124
7430935-05,MC10,09/23/21,PP,IndReq,-57,657,,,114,125
7430935-05,MC10,09/23/21,LE,SchAgr,420,729,,22325910,114,129
7430935-05,MC10,09/23/21,LE,SchAgr,420,719,,22325910,114,130
7430935-05,MC10,09/23/21,PP,IndReq,-58,671,,,114,130
7430935-05,MC10,09/23/21,PP,IndReq,-58,661,,,114,131
7430935-05,MC10,09/23/21,LE,SchAgr,420,770,,22325910,114,136
7430935-05,MC10,09/23/21,PP,IndReq,-57,713,,,114,137
7430935-05,MC10,09/23/21,LE,SchAgr,300,710,,22325910,114,139
7430935-05,MC10,09/23/21,PP,IndReq,-219,491,,,114,140
7430935-05,MC10,09/24/21,LE,SchAgr,180,589,,22325910,114,35
7430935-05,MC10,09/24/21,PP,IndReq,-176,413,,,114,36
7430935-05,MC10,09/24/21,SB,DepReq,-43,370,PLT1,,114,37
7430935-05,MC10,09/24/21,LE,SchAgr,240,652,,22325910,114,93
7430935-05,MC10,09/24/21,LE,SchAgr,240,665,,22325910,114,96
7430935-05,MC10,09/24/21,PP,IndReq,-228,437,,,114,97
7430935-05,MC10,09/24/21,LE,SchAgr,240,723,,22325910,114,113
7430935-05,MC10,09/24/21,PP,IndReq,-243,480,,,114,114
7430935-05,MC10,09/24/21,LE,SchAgr,300,724,,22325910,114,115
